vote,county,town,village,no,name,party,gender,birth,age,birth_place,education,is_current,is_win,is_no2,has_account
107年村(里)長選舉,臺北市,文山區,興泰里,1,施志聰,無黨籍及未經政黨推薦,男,'0450627,62,臺灣省,高中,N," "," ",N
107年村(里)長選舉,臺北市,文山區,興泰里,2,鍾譯樂,中國國民黨,男,'0480218,59,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,臺北市,文山區,興昌里,1,彭慧容,無黨籍及未經政黨推薦,女,'0511110,56,臺灣省,碩士,N," "," ",N
107年村(里)長選舉,臺北市,文山區,興昌里,2,吳融昊,中國國民黨,男,'0480528,59,高雄市,大學,Y,*," ",N
107年村(里)長選舉,臺北市,文山區,試院里,1,廖欽銅,中國國民黨,男,'0450509,62,臺灣省,大學,Y,*," ",N
107年村(里)長選舉,臺北市,文山區,試院里,2,蘇文發,無黨籍及未經政黨推薦,男,'0480512,59,臺灣省,高中(職)以下,N," "," ",N
107年村(里)長選舉,臺北市,文山區,試院里,3,高添籌,無黨籍及未經政黨推薦,男,'0390205,68,臺北市,其他,N," "," ",N
107年村(里)長選舉,臺北市,文山區,試院里,4,謝克明,無黨籍及未經政黨推薦,男,'0420326,65,高雄市,大學,N," "," ",N
107年村(里)長選舉,臺北市,文山區,華興里,1,周德斌,無黨籍及未經政黨推薦,男,'0540402,53,臺北市,專科,N," "," ",N
107年村(里)長選舉,臺北市,文山區,華興里,2,陳峙穎,無黨籍及未經政黨推薦,男,'0820607,25,臺北市,大學,N,*," ",N
107年村(里)長選舉,臺北市,文山區,華興里,3,林堃池,中國國民黨,男,'0460704,61,臺北市,專科,Y," "," ",N
107年村(里)長選舉,臺北市,文山區,明義里,1,周寶秀,無黨籍及未經政黨推薦,女,'0510128,56,臺北市,高中,N," "," ",N
107年村(里)長選舉,臺北市,文山區,明義里,2,賴江鑫,無黨籍及未經政黨推薦,男,'0501105,57,臺南市,高中(職)以下,N," "," ",N
107年村(里)長選舉,臺北市,文山區,明義里,3,仇世屏,無黨籍及未經政黨推薦,男,'0580109,49,新北市,專科,Y,*," ",N
107年村(里)長選舉,臺北市,文山區,明興里,1,鄭鑫寶,無黨籍及未經政黨推薦,男,'0500404,57,臺北市,高中,N," "," ",N
107年村(里)長選舉,臺北市,文山區,明興里,2,鄢健民,中國國民黨,男,'0490430,58,臺灣省,碩士,Y,*," ",N
107年村(里)長選舉,臺北市,文山區,明興里,3,洪絢虹,無黨籍及未經政黨推薦,女,'0571222,49,臺北市,大學,N," "," ",N
107年村(里)長選舉,臺北市,文山區,木柵里,1,林志勤,青年陽光黨,男,'0570325,50,臺北市,其他,N," "," ",N
107年村(里)長選舉,臺北市,文山區,木柵里,2,高銘傳,中國國民黨,男,'0450827,62,臺北市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,文山區,木新里,1,鄭明通,中國國民黨,男,'0451230,61,臺北市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,文山區,順興里,1,張庭瑜,無黨籍及未經政黨推薦,女,'0650325,42,臺北市,高中,N," "," ",N
107年村(里)長選舉,臺北市,文山區,順興里,2,楊培釧,無黨籍及未經政黨推薦,男,'0500518,57,臺灣省,專科,N,*," ",N
107年村(里)長選舉,臺北市,文山區,順興里,3,單連城,中國國民黨,男,'0431202,63,新北市,高中,Y," "," ",N
107年村(里)長選舉,臺北市,文山區,順興里,4,莊存洋,無黨籍及未經政黨推薦,男,'0600728,47,臺北市,專科,N," "," ",N
107年村(里)長選舉,臺北市,文山區,樟林里,1,陳文乾,無黨籍及未經政黨推薦,男,'0490302,58,臺灣省,高中(職)以下,N,*," ",N
107年村(里)長選舉,臺北市,文山區,樟林里,2,葉阿松,無黨籍及未經政黨推薦,男,'0610813,46,臺北市,高中,N," "," ",N
107年村(里)長選舉,臺北市,文山區,樟林里,3,邱秀玲,無黨籍及未經政黨推薦,女,'0380720,69,臺灣省,專科,N," "," ",N
107年村(里)長選舉,臺北市,文山區,樟林里,4,陳俊宏,中國國民黨,男,'0640912,43,臺灣省,大學,Y," "," ",N
107年村(里)長選舉,臺北市,文山區,樟新里,1,吳元俊,無黨籍及未經政黨推薦,男,'0440914,63,臺灣省,專科,N," "," ",N
107年村(里)長選舉,臺北市,文山區,樟新里,2,歐陽禾英,無黨籍及未經政黨推薦,女,'0460927,61,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,臺北市,文山區,樟腳里,1,高林玉嬌,中國國民黨,女,'0440826,63,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,臺北市,文山區,萬芳里,1,陳姿秀,中國國民黨,女,'0520708,55,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,臺北市,文山區,博嘉里,1,吳坤輝,無黨籍及未經政黨推薦,男,'0551219,51,臺北市,高中,N,*," ",N
107年村(里)長選舉,臺北市,文山區,博嘉里,2,高銘鴻,無黨籍及未經政黨推薦,男,'0521225,54,臺北市,專科,N," "," ",N
107年村(里)長選舉,臺北市,文山區,博嘉里,3,林文旭,中國國民黨,男,'0431026,64,臺北市,高中,N," "," ",N
107年村(里)長選舉,臺北市,文山區,萬興里,1,鄭見雲,無黨籍及未經政黨推薦,男,'0650517,42,臺北市,高中,N," "," ",N
107年村(里)長選舉,臺北市,文山區,萬興里,2,詹晉鑒,民主進步黨,男,'0710212,36,新北市,碩士,Y,*," ",N
107年村(里)長選舉,臺北市,文山區,指南里,1,張佳南,中國國民黨,女,'0590318,48,臺北市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,文山區,老泉里,1,高進來,無黨籍及未經政黨推薦,男,'0351115,72,臺北市,高中(職)以下,Y,*," ",N
107年村(里)長選舉,臺北市,文山區,忠順里,1,曾寧旖,中國國民黨,女,'0470915,60,高雄市,大學,Y,*," ",N
107年村(里)長選舉,臺北市,文山區,萬美里,1,尤盛田,中國國民黨,男,'0410616,66,臺灣省,專科,Y," "," ",N
107年村(里)長選舉,臺北市,文山區,萬美里,2,鄧瑞興,無黨籍及未經政黨推薦,男,'0460818,61,臺灣省,高中(職)以下,N,*," ",N
107年村(里)長選舉,臺北市,文山區,萬美里,3,廖振記,無黨籍及未經政黨推薦,男,'0450529,62,臺灣省,高中(職)以下,N," "," ",N
107年村(里)長選舉,臺北市,文山區,政大里,1,徐洺軒,無黨籍及未經政黨推薦,男,'0711119,36,臺北市,大學,N," "," ",N
107年村(里)長選舉,臺北市,文山區,政大里,2,劉俊奇,中國國民黨,男,'0580303,49,臺中市,碩士,Y,*," ",N
107年村(里)長選舉,臺北市,文山區,樟文里,1,林淑珠,中國國民黨,女,'0541103,53,臺灣省,大學,Y,*," ",N
107年村(里)長選舉,臺北市,文山區,興邦里,1,張朝雄,中國國民黨,男,'0530407,54,新北市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,文山區,興邦里,2,黃烈明,無黨籍及未經政黨推薦,男,'0530907,54,高雄市,高中,N," "," ",N
107年村(里)長選舉,臺北市,文山區,樟樹里,1,陳再炯,中國國民黨,男,'0490825,58,臺北市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,文山區,樟樹里,2,張章得,無黨籍及未經政黨推薦,男,'0450420,62,臺北市,大學,N," "," ",N
107年村(里)長選舉,臺北市,南港區,南港里,1,李志錦,中國國民黨,男,'0540218,53,臺北市,高中(職)以下,Y,*," ",N
107年村(里)長選舉,臺北市,南港區,南港里,2,王立,無黨籍及未經政黨推薦,男,'0400629,67,臺北市,高中,N," "," ",N
107年村(里)長選舉,臺北市,南港區,中南里,1,詹坤隆,無黨籍及未經政黨推薦,男,'0430709,64,臺北市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,南港區,新富里,1,陳金賜,無黨籍及未經政黨推薦,男,'0330830,74,臺北市,高中,Y," "," ",N
107年村(里)長選舉,臺北市,南港區,新富里,2,許睦燦,無黨籍及未經政黨推薦,男,'0501120,57,臺北市,高中(職)以下,N,*," ",N
107年村(里)長選舉,臺北市,南港區,三重里,1,江輝吉,中國國民黨,男,'0321206,74,臺北市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,南港區,東新里,1,闕陳月英,無黨籍及未經政黨推薦,女,'0411008,66,臺北市,高中(職)以下,N," "," ",N
107年村(里)長選舉,臺北市,南港區,東新里,2,蕭漢榮,中國國民黨,男,'0411020,66,臺灣省,高中(職)以下,Y,*," ",N
107年村(里)長選舉,臺北市,南港區,新光里,1,龔睿堉,中國國民黨,男,'0590520,48,臺南市,專科,Y,*," ",N
107年村(里)長選舉,臺北市,南港區,新光里,2,林聖儒,無黨籍及未經政黨推薦,男,'0430102,64,臺灣省,專科,N," "," ",N
107年村(里)長選舉,臺北市,南港區,東明里,1,曾漢祺,中國國民黨,男,'0381002,69,臺北市,高中(職)以下,Y,*," ",N
107年村(里)長選舉,臺北市,南港區,西新里,1,邱碧珠,無黨籍及未經政黨推薦,女,'0490402,58,新北市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,南港區,玉成里,1,劉文中,無黨籍及未經政黨推薦,男,'0711116,36,臺北市,高中,N," "," ",N
107年村(里)長選舉,臺北市,南港區,玉成里,2,黃聰智,無黨籍及未經政黨推薦,男,'0450513,62,臺北市,專科,Y,*," ",N
107年村(里)長選舉,臺北市,南港區,合成里,1,巫永仁,無黨籍及未經政黨推薦,男,'0461202,60,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,臺北市,南港區,合成里,2,張聰明,無黨籍及未經政黨推薦,男,'0541206,52,新北市,大學,N," "," ",N
107年村(里)長選舉,臺北市,南港區,合成里,3,沈耀澤,無黨籍及未經政黨推薦,男,'0480423,59,臺灣省,高中,N," "," ",N
107年村(里)長選舉,臺北市,南港區,成福里,1,卜學明,無黨籍及未經政黨推薦,男,'0560613,51,臺北市,大學,N,*," ",Y
107年村(里)長選舉,臺北市,南港區,成福里,2,王秋娥,中國國民黨,女,'0550813,52,臺灣省,高中(職)以下,Y," "," ",N
107年村(里)長選舉,臺北市,南港區,萬福里,1,林建華,中國國民黨,男,'0450830,62,新北市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,南港區,鴻福里,1,劉明康,中國國民黨,男,'0390523,68,其他,大學,Y,*," ",Y
107年村(里)長選舉,臺北市,南港區,鴻福里,2,周文池,無黨籍及未經政黨推薦,男,'0460720,61,臺北市,高中,N," "," ",N
107年村(里)長選舉,臺北市,南港區,百福里,1,林火江,中國國民黨,男,'0400805,67,臺灣省,高中(職)以下,Y," "," ",N
107年村(里)長選舉,臺北市,南港區,百福里,2,李雯馨,無黨籍及未經政黨推薦,女,'0481105,59,臺灣省,高中,N,*," ",N
107年村(里)長選舉,臺北市,南港區,聯成里,1,成芓漩,中國國民黨,女,'0620524,45,臺北市,高中,N," "," ",N
107年村(里)長選舉,臺北市,南港區,聯成里,2,鮑黎登,中國國民黨,男,'0420304,65,臺中市,碩士,N,*," ",N
107年村(里)長選舉,臺北市,南港區,舊莊里,1,張瑞芳,無黨籍及未經政黨推薦,女,'0510625,56,高雄市,碩士,Y,*," ",N
107年村(里)長選舉,臺北市,南港區,中研里,1,謝志勇,無黨籍及未經政黨推薦,男,'0511111,56,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,臺北市,南港區,九如里,1,蘇國賢,中國國民黨,男,'0400610,67,臺北市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,南港區,九如里,2,謝建志,無黨籍及未經政黨推薦,男,'0440213,63,新北市,高中,N," "," ",N
107年村(里)長選舉,臺北市,南港區,仁福里,1,江俊賢,無黨籍及未經政黨推薦,男,'0520912,55,臺北市,專科,N," "," ",N
107年村(里)長選舉,臺北市,南港區,仁福里,2,羅康華,中國國民黨,男,'0420209,65,臺北市,高中,N," "," ",N
107年村(里)長選舉,臺北市,南港區,仁福里,3,吳肇輝,中國國民黨,男,'0430420,64,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,臺北市,南港區,重陽里,1,馬敬忠,中國國民黨,男,'0361009,71,其他,高中,Y,*," ",N
107年村(里)長選舉,臺北市,南港區,重陽里,2,林介鑫,無黨籍及未經政黨推薦,男,'0470616,60,臺中市,專科,N," "," ",N
107年村(里)長選舉,臺北市,南港區,重陽里,3,尤朝亮,無黨籍及未經政黨推薦,男,'0571016,50,桃園市,高中,N," "," ",N
107年村(里)長選舉,臺北市,南港區,重陽里,4,蔡坤佑,無黨籍及未經政黨推薦,男,'0690506,38,臺北市,大學,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,西湖里,1,林正雄,無黨籍及未經政黨推薦,男,'0450923,62,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,西康里,1,王興國,中國國民黨,男,'0510323,56,臺北市,專科,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,西安里,1,李國榮,中國國民黨,男,'0421005,65,臺北市,碩士,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,西安里,2,焦杏芳,無黨籍及未經政黨推薦,女,'0470524,60,臺灣省,高中,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,港墘里,1,魏景城,中國國民黨,男,'0420520,65,臺中市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,港都里,1,許國雄,無黨籍及未經政黨推薦,男,'0570314,50,臺北市,高中,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,港都里,2,江水龍,無黨籍及未經政黨推薦,男,'0460412,61,新北市,高中(職)以下,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,港富里,1,李安邦,無黨籍及未經政黨推薦,男,'0550831,52,臺灣省,專科,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,港華里,1,劉達逢,無黨籍及未經政黨推薦,男,'0361011,71,臺中市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,港華里,2,李達信,無黨籍及未經政黨推薦,男,'0430408,64,臺灣省,大學,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,內湖里,1,許昌華,無黨籍及未經政黨推薦,男,'0530410,54,臺北市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,湖濱里,1,秦鈺勛,無黨籍及未經政黨推薦,男,'0550929,52,臺北市,高中(職)以下,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,湖濱里,2,陳尤雪,中國國民黨,女,'0380929,69,臺北市,大學,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,紫星里,1,謝佳惠,無黨籍及未經政黨推薦,女,'0690514,38,臺北市,高中,N,*," ",N
107年村(里)長選舉,臺北市,內湖區,紫星里,2,周聖涵,無黨籍及未經政黨推薦,男,'0740427,33,臺北市,碩士,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,紫星里,3,陳邦嘉,無黨籍及未經政黨推薦,男,'0451107,62,臺北市,大學,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,紫星里,4,何玉鳳,無黨籍及未經政黨推薦,女,'0460401,61,臺北市,高中(職)以下,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,紫星里,5,江柏嶙,無黨籍及未經政黨推薦,男,'0730904,34,臺中市,大學,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,大湖里,1,郭坤祥,中國國民黨,男,'0480411,59,臺北市,高中,N,*," ",N
107年村(里)長選舉,臺北市,內湖區,大湖里,2,洪美惠,無黨籍及未經政黨推薦,女,'0551216,51,臺北市,大學,Y," "," ",Y
107年村(里)長選舉,臺北市,內湖區,金龍里,1,張郁婕,無黨籍及未經政黨推薦,女,'0610124,46,臺北市,高中,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,金龍里,2,鄭允強,無黨籍及未經政黨推薦,男,'0691013,38,臺北市,大學,Y,*," ",Y
107年村(里)長選舉,臺北市,內湖區,金瑞里,1,羅世甫,無黨籍及未經政黨推薦,男,'0590618,48,臺灣省,專科,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,碧山里,1,胡景瑞,無黨籍及未經政黨推薦,男,'0450626,62,臺北市,高中,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,碧山里,2,陳培德,無黨籍及未經政黨推薦,男,'0540915,53,臺灣省,高中,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,碧山里,3,呂之杞,無黨籍及未經政黨推薦,女,'0670827,40,臺北市,大學,Y,*," ",Y
107年村(里)長選舉,臺北市,內湖區,紫雲里,1,夏亦芳,中國國民黨,女,'0520225,55,臺北市,專科,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,紫雲里,2,林進輝,無黨籍及未經政黨推薦,男,'0611209,45,臺灣省,高中(職)以下,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,紫雲里,3,楊鑑煙,無黨籍及未經政黨推薦,男,'0430915,64,臺灣省,高中,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,紫雲里,4,陳錫卿,無黨籍及未經政黨推薦,男,'0530308,54,臺北市,高中,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,清白里,1,陳文中,無黨籍及未經政黨推薦,男,'0510710,56,臺灣省,大學,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,清白里,2,陳東源,中國國民黨,男,'0470105,60,臺北市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,葫洲里,1,曾宏昌,中國國民黨,男,'0420130,65,臺北市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,紫陽里,1,許健能,無黨籍及未經政黨推薦,男,'0460106,61,臺中市,高中,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,紫陽里,2,謝源德,中國國民黨,男,'0390510,68,新北市,大學,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,紫陽里,3,孫志輝,無黨籍及未經政黨推薦,男,'0681118,39,臺北市,高中,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,瑞陽里,1,林國欽,無黨籍及未經政黨推薦,男,'0471011,60,臺北市,大學,N," "," ",Y
107年村(里)長選舉,臺北市,內湖區,瑞陽里,2,江光輝,無黨籍及未經政黨推薦,男,'0450907,62,臺北市,專科,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,瑞光里,1,黃崇賢,中國國民黨,男,'0370914,70,臺北市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,瑞光里,2,侯衍泰,無黨籍及未經政黨推薦,男,'0480901,59,桃園市,大學,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,五分里,1,王海枝,無黨籍及未經政黨推薦,男,'0390802,68,臺北市,高中(職)以下,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,東湖里,1,曾濬紳,中國國民黨,男,'0410828,66,臺灣省,大學,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,東湖里,2,蔡麗美,無黨籍及未經政黨推薦,女,'0500128,57,臺南市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,東湖里,3,邱朝祿,無黨籍及未經政黨推薦,男,'0500115,57,臺灣省,碩士,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,樂康里,1,張碧玉,無黨籍及未經政黨推薦,女,'0520615,55,新北市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,內溝里,1,王曉芳,無黨籍及未經政黨推薦,女,'0580905,49,臺北市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,週美里,1,林政毅,無黨籍及未經政黨推薦,男,'0591116,48,臺北市,大學,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,週美里,2,黃俊壽,民主進步黨,男,'0421020,65,臺灣省,其他,Y," "," ",N
107年村(里)長選舉,臺北市,內湖區,週美里,3,丘麗玲,無黨籍及未經政黨推薦,女,'0491002,58,新北市,高中,N,*," ",N
107年村(里)長選舉,臺北市,內湖區,週美里,4,劉正輝,無黨籍及未經政黨推薦,男,'0420928,65,臺灣省,大學,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,行善里,1,林欽祺,無黨籍及未經政黨推薦,男,'0410721,66,臺北市,大學,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,行善里,2,沈茂松,中國國民黨,男,'0420620,65,臺北市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,石潭里,1,廖煒國,無黨籍及未經政黨推薦,男,'0560112,51,臺北市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,湖興里,1,蔡穎峰,無黨籍及未經政黨推薦,男,'0420325,65,高雄市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,湖元里,1,林明源,無黨籍及未經政黨推薦,男,'0480425,59,臺中市,碩士,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,安湖里,1,尤樹旺,無黨籍及未經政黨推薦,男,'0510919,56,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,安湖里,2,張慶源,無黨籍及未經政黨推薦,男,'0470806,60,臺北市,高中,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,秀湖里,1,謝明毅,中國國民黨,男,'0501231,56,臺北市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,安泰里,1,陳瑞基,無黨籍及未經政黨推薦,男,'0500331,57,新北市,大學,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,安泰里,2,何素蓮,無黨籍及未經政黨推薦,女,'0420131,65,臺北市,高中(職)以下,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,安泰里,3,康大文,無黨籍及未經政黨推薦,男,'0500802,57,臺灣省,專科,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,安泰里,4,洪沛緹,無黨籍及未經政黨推薦,女,'0530603,54,臺灣省,大學,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,金湖里,1,歐陽明,無黨籍及未經政黨推薦,男,'0580630,49,臺北市,專科,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,金湖里,2,邱金波,中國國民黨,男,'0461010,61,臺北市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,康寧里,1,鄭秀鳳,中國國民黨,女,'0540510,53,桃園市,專科,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,明湖里,1,何應賢,中國國民黨,女,'0390724,68,臺灣省,高中(職)以下,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,明湖里,2,翁勝德,無黨籍及未經政黨推薦,男,'0390425,68,臺北市,高中(職)以下,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,蘆洲里,1,陳明霖,無黨籍及未經政黨推薦,男,'0461209,60,臺北市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,麗山里,1,許明全,無黨籍及未經政黨推薦,男,'0470208,60,臺北市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,寶湖里,1,周玉琴,中國國民黨,女,'0430930,64,臺灣省,高中(職)以下,N," "," ",N
107年村(里)長選舉,臺北市,內湖區,寶湖里,2,邱顯松,無黨籍及未經政黨推薦,男,'0481114,59,臺北市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,內湖區,南湖里,1,洪宜河,中國國民黨,男,'0310522,76,臺灣省,高中,Y,*," ",N
107年村(里)長選舉,臺北市,士林區,仁勇里,1,洪銘鎮,無黨籍及未經政黨推薦,男,'0440731,63,臺中市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,士林區,義信里,1,葉振隆,無黨籍及未經政黨推薦,男,'0380707,69,新北市,高中(職)以下,N," "," ",N
107年村(里)長選舉,臺北市,士林區,義信里,2,陳中和,中國國民黨,男,'0420924,65,臺北市,專科,Y,*," ",N
107年村(里)長選舉,臺北市,士林區,福林里,1,江美珠,無黨籍及未經政黨推薦,女,'0450305,62,桃園市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,士林區,福德里,1,楊錦宗,中國國民黨,男,'0410412,66,臺北市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,士林區,福志里,1,鍾春富,無黨籍及未經政黨推薦,男,'0451113,62,臺灣省,專科,Y," "," ",N
107年村(里)長選舉,臺北市,士林區,福志里,2,邱邱田,中國國民黨,男,'0500105,57,臺北市,高中,N,*," ",N
107年村(里)長選舉,臺北市,士林區,舊佳里,1,陳明松,無黨籍及未經政黨推薦,男,'0520123,55,臺北市,高中,N,*," ",N
107年村(里)長選舉,臺北市,士林區,舊佳里,2,劉祖宏,無黨籍及未經政黨推薦,男,'0441110,63,臺灣省,高中,N," "," ",N
107年村(里)長選舉,臺北市,士林區,舊佳里,3,何賜寬,無黨籍及未經政黨推薦,男,'0640422,43,臺北市,碩士,N," "," ",N
107年村(里)長選舉,臺北市,士林區,舊佳里,4,曹家誠,中國國民黨,男,'0641113,43,臺北市,高中(職)以下,N," "," ",N
107年村(里)長選舉,臺北市,士林區,福佳里,1,李正吉,無黨籍及未經政黨推薦,男,'0630407,44,臺北市,高中,N," "," ",N
107年村(里)長選舉,臺北市,士林區,福佳里,2,胡剛毅,無黨籍及未經政黨推薦,男,'0380415,69,新北市,大學,Y,*," ",N
107年村(里)長選舉,臺北市,士林區,福佳里,3,許木春,無黨籍及未經政黨推薦,男,'0570627,50,臺北市,專科,N," "," ",N
107年村(里)長選舉,臺北市,士林區,福佳里,4,馮升冠,無黨籍及未經政黨推薦,男,'0651202,41,臺灣省,專科,N," "," ",N
107年村(里)長選舉,臺北市,士林區,後港里,1,蔡承享,無黨籍及未經政黨推薦,男,'0490302,58,臺北市,高中,N," "," ",N
107年村(里)長選舉,臺北市,士林區,後港里,2,紀建漢,民主進步黨,男,'0710116,36,臺北市,大學,Y,*," ",N
107年村(里)長選舉,臺北市,士林區,福中里,1,王德利,無黨籍及未經政黨推薦,男,'0570120,50,新北市,大學,N,*," ",N
107年村(里)長選舉,臺北市,士林區,福中里,2,紀榮鴻,民主進步黨,男,'0450210,62,臺北市,高中,Y," "," ",N
107年村(里)長選舉,臺北市,士林區,前港里,1,陳瑞華,無黨籍及未經政黨推薦,女,'0471101,60,臺北市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,士林區,百齡里,1,楊再生,無黨籍及未經政黨推薦,男,'0470311,60,臺北市,高中(職)以下,N," "," ",N
107年村(里)長選舉,臺北市,士林區,百齡里,2,翁淑穎,民主進步黨,女,'0690718,38,臺北市,專科,Y,*," ",N
107年村(里)長選舉,臺北市,士林區,承德里,1,陳洲平,中國國民黨,男,'0360702,71,臺中市,大學,Y,*," ",N
107年村(里)長選舉,臺北市,士林區,福華里,1,李振貴,民主進步黨,男,'0400811,67,臺北市,高中,Y," "," ",N
107年村(里)長選舉,臺北市,士林區,福華里,2,賴天來,中國國民黨,男,'0450823,62,臺灣省,高中(職)以下,N," "," ",N
107年村(里)長選舉,臺北市,士林區,福華里,3,梁卓衡,無黨籍及未經政黨推薦,男,'0590608,48,臺北市,高中,N," "," ",N
107年村(里)長選舉,臺北市,士林區,福華里,4,楊小莉,無黨籍及未經政黨推薦,女,'0540822,53,新北市,其他,N,*," ",N
107年村(里)長選舉,臺北市,士林區,明勝里,1,張永棟,中國國民黨,男,'0480526,59,臺北市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,士林區,明勝里,2,李連全,無黨籍及未經政黨推薦,男,'0501002,57,金馬地區,專科,N," "," ",N
107年村(里)長選舉,臺北市,士林區,福順里,1,林家卉,民主進步黨,女,'0510117,56,臺中市,專科,N,*," ",N
107年村(里)長選舉,臺北市,士林區,福順里,2,陳志誠,無黨籍及未經政黨推薦,男,'0510223,56,新北市,專科,Y," "," ",N
107年村(里)長選舉,臺北市,士林區,富光里,1,許振通,無黨籍及未經政黨推薦,男,'0501217,56,臺北市,大學,Y," "," ",N
107年村(里)長選舉,臺北市,士林區,富光里,2,高毓紋,無黨籍及未經政黨推薦,女,'0750718,32,新北市,大學,N,*," ",N
107年村(里)長選舉,臺北市,士林區,葫蘆里,1,許振禮,無黨籍及未經政黨推薦,男,'0521018,55,臺北市,高中,Y,*," ",N
107年村(里)長選舉,臺北市,士林區,葫蘆里,2,郭拓誼,無黨籍及未經政黨推薦,男,'0540606,53,臺北市,高中(職)以下,N," "," ",N
