縣市,序號,擬參選人,選舉名稱,申報序號,個人捐贈收入,營利事業捐贈收入,政黨捐贈收入,人民團體捐贈收入,匿名捐贈收入,其他收入,收入小計,超過三萬元之收入總額,金錢收入總額,非金錢收入總額,人事費用支出,宣傳支出,租用宣傳車輛支出,租用競選辦事處支出,集會支出,交通旅運支出,雜支支出,返還捐贈支出,繳庫支出,公共關係費用支出,支出小計,超過三萬元之支出總額,金錢支出總額,非金錢支出總額,結算日專戶存款餘額,(加)購買金錢以外之財產,(減)變賣金錢以外之財產,餘額,收支結存內金錢餘額,金錢以外之財產,會計師事務所全名,會計師姓名,製表人,結算日期,申報日期,更正日期
臺南市,72,陳進男,107年直轄市議員選舉,首次申報,111612.00,0.00,0.00,70000.00,1500.00,0.00,183112.00,50000.00,183112.00,0.00,0.00,103204.00,0.00,0.00,0.00,0.00,200000.00,0.00,0.00,0.00,303204.00,270875.00,303204.00,0.00,0.00,0.00,0.00,-120092.00,-120092.00,0.00,,,陳進男,1071126,1071130,1071213
臺南市,73,陳進益,107年直轄市議員選舉,首次申報,361187.00,0.00,0.00,0.00,0.00,19.00,361206.00,0.00,358166.00,3040.00,93400.00,472084.00,48000.00,0.00,24800.00,4265.00,15320.00,0.00,0.00,0.00,657869.00,442084.00,654829.00,3040.00,0.00,0.00,0.00,-296663.00,-296663.00,0.00,,,李依亭,1071127,1071207,
臺南市,74,陳雅慧,107年直轄市議員選舉,首次申報,370600.00,0.00,0.00,0.00,0.00,31.00,370631.00,300000.00,370631.00,0.00,86662.00,488000.00,162700.00,0.00,95200.00,0.00,10600.00,0.00,0.00,0.00,843162.00,734262.00,843162.00,0.00,251.00,0.00,0.00,-472531.00,-472531.00,0.00,,,李淑智,1071221,1080116,
臺南市,75,陳嘉伶,107年直轄市議員選舉,首次申報,121533.00,0.00,0.00,0.00,6001.00,0.00,127534.00,0.00,127534.00,0.00,0.00,130350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130350.00,130350.00,130350.00,0.00,5624.00,0.00,0.00,-2816.00,-2816.00,0.00,,,胡志青,1071126,1080213,1080417
臺南市,76,陳碧玉,107年直轄市議員選舉,首次申報,1206600.00,2790000.00,0.00,0.00,10000.00,90.00,4006690.00,3836000.00,4006690.00,0.00,527590.00,2222633.00,570100.00,32100.00,355272.00,60820.00,560838.00,450000.00,0.00,29500.00,4808853.00,4153734.00,4808853.00,0.00,1015.00,0.00,0.00,-802163.00,-802163.00,0.00,,,林伊涵,1071224,1080213,1080319
臺南市,77,曾王雅雲,107年直轄市議員選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107570.00,1182820.00,245182.00,210680.00,116310.00,25623.00,65045.00,0.00,0.00,305150.00,2258380.00,1944902.00,2258380.00,0.00,0.00,0.00,0.00,-2258380.00,-2258380.00,0.00,,,曾立禕,1071210,1080218,1080425
臺南市,78,曾信凱,107年直轄市議員選舉,首次申報,2163200.00,1297000.00,0.00,0.00,0.00,37.00,3460237.00,2927500.00,3262237.00,198000.00,367140.00,2195050.00,90786.00,43695.00,740046.00,300.00,1091143.00,50000.00,0.00,50100.00,4628260.00,3530418.00,4430260.00,198000.00,37.00,0.00,0.00,-1168023.00,-1168023.00,0.00,,,曾信凱,1071221,1080130,1080419
臺南市,79,曾培雅,107年直轄市議員選舉,首次申報,2483900.00,1897000.00,100000.00,0.00,3147.00,0.00,4484047.00,3486000.00,4484047.00,0.00,1369900.00,2466308.00,130900.00,204030.00,261700.00,51773.00,544396.00,130000.00,0.00,3800.00,5162807.00,3960384.00,5162807.00,0.00,856.00,0.00,0.00,-678760.00,-678760.00,0.00,,,歐宇婷,1071217,1080220,1080513
臺南市,80,黃俊勝,107年直轄市議員選舉,首次申報,60000.00,0.00,0.00,0.00,0.00,0.00,60000.00,60000.00,60000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60000.00,0.00,0.00,60000.00,60000.00,60000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,蘇碧珠,1071220,1071225,
臺南市,81,黃榮裕,107年直轄市議員選舉,首次申報,230000.00,108888.00,0.00,0.00,4648.00,7.00,343543.00,250000.00,343543.00,0.00,0.00,289340.00,0.00,0.00,11800.00,0.00,20144.00,50000.00,0.00,0.00,371284.00,289340.00,371284.00,0.00,9.00,0.00,0.00,-27741.00,-27741.00,0.00,,,黃榮裕,1080213,1080219,1080530
臺南市,82,黃麗招,107年直轄市議員選舉,首次申報,962000.00,442500.00,0.00,0.00,5000.00,16.00,1409516.00,1266000.00,1377016.00,32500.00,0.00,1209314.00,32000.00,0.00,92900.00,0.00,42900.00,110000.00,0.00,0.00,1487114.00,1408100.00,1454614.00,32500.00,16.00,0.00,0.00,-77598.00,-77598.00,0.00,,,邱相華,1071221,1080215,1080418
臺南市,83,楊中成,107年直轄市議員選舉,首次申報,2222100.00,840600.00,0.00,0.00,22000.00,351.00,3085051.00,1720000.00,2833551.00,251500.00,240450.00,1420372.00,1200.00,0.00,575499.00,34125.00,945734.00,6000.00,0.00,40100.00,3263480.00,2842706.00,3011980.00,251500.00,351.00,0.00,0.00,-178429.00,-178429.00,0.00,,,黃彩虹,1080108,1080201,
臺南市,84,楊隆郡,107年直轄市議員選舉,首次申報,302000.00,220000.00,0.00,0.00,87000.00,0.00,609000.00,300000.00,609000.00,0.00,789775.00,652497.00,121166.00,0.00,31100.00,0.00,339568.00,60000.00,0.00,208151.00,2202257.00,1948184.00,2202257.00,0.00,1.00,0.00,0.00,-1593257.00,-1593257.00,0.00,,,李麗蓉,1080220,1080218,1080426
臺南市,85,趙昆原,107年直轄市議員選舉,首次申報,2524985.00,450000.00,0.00,0.00,2000.00,0.00,2976985.00,2498000.00,2976985.00,0.00,369044.00,1667549.00,279350.00,0.00,855000.00,46106.00,370218.00,0.00,0.00,0.00,3587267.00,3127587.00,3587267.00,0.00,0.00,0.00,0.00,-610282.00,-610282.00,0.00,,,張瑋珊,1071203,1080201,1080415
臺南市,86,劉正昌,107年直轄市議員選舉,首次申報,1114000.00,932000.00,0.00,0.00,0.00,22.00,2046022.00,1742000.00,2046022.00,0.00,77600.00,2449054.00,128500.00,28000.00,180100.00,0.00,377607.00,30000.00,0.00,0.00,3270861.00,2788415.00,3270861.00,0.00,36022.00,0.00,0.00,-1224839.00,-1224839.00,0.00,,,謝明進,1071221,1080208,
臺南市,87,劉米山,107年直轄市議員選舉,首次申報,360600.00,478000.00,0.00,0.00,162400.00,120.00,1001120.00,640000.00,1001120.00,0.00,0.00,826616.00,222500.00,20000.00,211264.00,11795.00,48173.00,10000.00,0.00,18200.00,1368548.00,1170680.00,1368548.00,0.00,120.00,0.00,0.00,-367428.00,-367428.00,0.00,,,蘇姵綸,1071221,1080215,1080426
臺南市,88,蔡育輝,107年直轄市議員選舉,首次申報,2090000.00,1727980.00,0.00,100000.00,0.00,267.00,3918247.00,3450000.00,3918247.00,0.00,1138021.00,2963724.00,38183.00,45180.00,381000.00,0.00,688380.00,40000.00,0.00,332200.00,5626688.00,4778395.00,5626688.00,0.00,218.00,0.00,0.00,-1708441.00,-1708441.00,0.00,,,陳彥錚,1071225,1080125,1080418
臺南市,89,蔡旺詮,107年直轄市議員選舉,首次申報,2401000.00,944000.00,0.00,90000.00,13200.00,38.00,3448238.00,2061000.00,3448238.00,0.00,58275.00,1558876.00,325511.00,0.00,1095739.00,139996.00,28822.00,286000.00,0.00,58623.00,3551842.00,2752388.00,3551842.00,0.00,37.00,0.00,0.00,-103604.00,-103604.00,0.00,,,李淑娟,1071222,1071228,1080408
臺南市,90,蔡旻峰,107年直轄市議員選舉,首次申報,503368.00,5000.00,0.00,0.00,11101.00,36.00,519505.00,251000.00,312205.00,207300.00,458155.00,1012202.00,40400.00,154500.00,169225.00,59837.00,216260.00,0.00,0.00,284300.00,2394879.00,1830650.00,2187579.00,207300.00,36.00,0.00,0.00,-1875374.00,-1875374.00,0.00,,,張嘉蓉,1071221,1080212,1080312
臺南市,91,蔡秋蘭,107年直轄市議員選舉,首次申報,582000.00,746000.00,0.00,0.00,0.00,0.00,1328000.00,1078000.00,1328000.00,0.00,0.00,1607552.00,42509.00,31400.00,103416.00,0.00,73175.00,0.00,0.00,0.00,1858052.00,1651832.00,1858052.00,0.00,0.00,0.00,0.00,-530052.00,-530052.00,0.00,,,蔡秋蘭,1071129,1080131,
臺南市,92,蔡祐昌,107年直轄市議員選舉,首次申報,371600.00,380000.00,0.00,0.00,0.00,18.00,751618.00,400000.00,751618.00,0.00,0.00,224530.00,32000.00,4200.00,338370.00,52080.00,126404.00,0.00,0.00,6000.00,783584.00,509545.00,783584.00,0.00,952.00,0.00,0.00,-31966.00,-31966.00,0.00,,,王又平,1071221,1080215,1080412
臺南市,93,蔡淑惠,107年直轄市議員選舉,首次申報,2032600.00,943900.00,0.00,150000.00,0.00,0.00,3126500.00,2335900.00,3126500.00,0.00,279400.00,1760194.00,103257.00,0.00,669740.00,98154.00,570126.00,0.00,0.00,90833.00,3571704.00,2683238.00,3571704.00,0.00,0.00,0.00,0.00,-445204.00,-445204.00,0.00,,,陳淑琪,1071224,1080201,1080422
臺南市,94,蔡筱薇,107年直轄市議員選舉,首次申報,3821838.00,770000.00,0.00,80000.00,0.00,57.00,4671895.00,3684888.00,4671895.00,0.00,1308490.00,2883853.00,81900.00,0.00,172520.00,16308.00,255310.00,142000.00,0.00,17675.00,4878056.00,4055488.00,4878056.00,0.00,57.00,0.00,0.00,-206161.00,-206161.00,0.00,,,蔡筱薇,1071221,1080130,
臺南市,95,蔡蘇秋金,107年直轄市議員選舉,首次申報,2072000.00,1400000.00,0.00,0.00,10000.00,169.00,3482169.00,2890000.00,3482169.00,0.00,47250.00,2134778.00,141200.00,159225.00,653800.00,0.00,446986.00,0.00,0.00,0.00,3583239.00,3138392.00,3583239.00,0.00,749772.00,0.00,0.00,-101070.00,-101070.00,0.00,,,蔡蘇秋金,1071221,1080213,
臺南市,96,鄭佳欣,107年直轄市議員選舉,首次申報,1036000.00,360000.00,0.00,0.00,6000.00,20.00,1402020.00,1260000.00,1402020.00,0.00,169000.00,838600.00,112300.00,51688.00,189200.00,0.00,1640.00,50000.00,0.00,0.00,1412428.00,1324800.00,1412428.00,0.00,20.00,0.00,0.00,-10408.00,-10408.00,0.00,,,吳雨欣,1080220,1080220,1080418
臺南市,97,盧崑福,107年直轄市議員選舉,首次申報,180000.00,550000.00,0.00,5000.00,3000.00,14.00,738014.00,470000.00,738014.00,0.00,540000.00,813324.00,500.00,0.00,230840.00,0.00,77687.00,295000.00,0.00,300540.00,2257891.00,1836930.00,2257891.00,0.00,14.00,0.00,0.00,-1519877.00,-1519877.00,0.00,,,盧崑福,1080110,1080131,1080416
臺南市,98,穎艾達利,107年直轄市議員選舉,首次申報,1290446.00,0.00,0.00,0.00,9200.00,71.00,1299717.00,966120.00,1153137.00,146580.00,782500.00,181143.00,22000.00,2000.00,77800.00,132109.00,173013.00,0.00,0.00,0.00,1370565.00,1027280.00,1223985.00,146580.00,1059.00,0.00,0.00,-70848.00,-70848.00,0.00,,,蔡孟軒,1071221,1080104,1080412
臺南市,99,賴惠員,107年直轄市議員選舉,首次申報,4724300.00,5009900.00,0.00,280000.00,1000.00,0.00,10015200.00,8625900.00,10015200.00,0.00,2256750.00,4088950.00,652218.00,43500.00,1164951.00,302241.00,1096016.00,220000.00,0.00,238500.00,10063126.00,9027244.00,10063126.00,0.00,0.00,0.00,0.00,-47926.00,-47926.00,0.00,正中聯合會計師事務所,陳耀連,劉雅如,1071212,1080211,1080507
臺南市,100,戴銘正,107年直轄市議員選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,戴銘正,1071224,1080201,
臺南市,101,謝龍介,107年直轄市議員選舉,首次申報,4611148.00,2072000.00,0.00,20000.00,155108.00,0.00,6858256.00,4503000.00,6858256.00,0.00,2235530.00,3883696.00,3976.00,0.00,2140265.00,54897.00,454508.00,253000.00,0.00,225949.00,9251821.00,7999759.00,9251821.00,0.00,10.00,0.00,0.00,-2393565.00,-2393565.00,0.00,,,謝龍介,1071210,1080131,1080522
臺南市,102,蘇鈺雯,107年直轄市議員選舉,首次申報,173221.00,0.00,0.00,0.00,10927.00,0.00,184148.00,60000.00,184148.00,0.00,0.00,7580.00,150000.00,0.00,19755.00,3490.00,3380.00,0.00,0.00,0.00,184205.00,150000.00,184205.00,0.00,3630.00,0.00,0.00,-57.00,-57.00,0.00,,,胡志青,1071126,1080213,
高雄市,1,于仙玲,107年直轄市議員選舉,首次申報,207626.00,3000.00,0.00,0.00,26666.00,12.00,237304.00,50000.00,237304.00,0.00,0.00,40989.00,0.00,0.00,1000.00,9660.00,685.00,0.00,0.00,0.00,52334.00,32886.00,52334.00,0.00,12.00,0.00,0.00,184970.00,184970.00,0.00,,,陳穎頻,1071221,1080102,
高雄市,2,尤嘉聖,107年直轄市議員選舉,首次申報,26800.00,23000.00,0.00,0.00,0.00,0.00,49800.00,0.00,49800.00,0.00,0.00,27500.00,0.00,0.00,0.00,0.00,2305.00,20000.00,0.00,0.00,49805.00,0.00,49805.00,0.00,0.00,0.00,0.00,-5.00,-5.00,0.00,,,尤嘉聖,1080219,1080219,
高雄市,3,方信淵,107年直轄市議員選舉,首次申報,1217288.00,588000.00,0.00,0.00,2147.00,5.00,1807440.00,1578000.00,1665440.00,142000.00,1245582.00,1561925.00,0.00,274025.00,341112.00,167382.00,666694.00,100000.00,0.00,0.00,4356720.00,3233460.00,4214720.00,142000.00,0.00,0.00,0.00,-2549280.00,-2549280.00,0.00,,,林菁珍,1071224,1080212,1080426
高雄市,4,王貴雄,107年直轄市議員選舉,首次申報,20000.00,0.00,0.00,0.00,0.00,0.00,20000.00,0.00,20000.00,0.00,0.00,0.00,0.00,0.00,200000.00,0.00,0.00,20000.00,0.00,0.00,220000.00,200000.00,220000.00,0.00,0.00,0.00,0.00,-200000.00,-200000.00,0.00,,,王貴雄,1071124,1080211,1080422
高雄市,5,王福全,107年直轄市議員選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74000.00,46000.00,74000.00,0.00,50.00,0.00,0.00,-74000.00,-74000.00,0.00,,,王福全,1071111,1071130,
高雄市,6,王耀裕,107年直轄市議員選舉,首次申報,1461000.00,995000.00,0.00,0.00,11000.00,0.00,2467000.00,1726000.00,2467000.00,0.00,157000.00,1289955.00,150017.00,0.00,776870.00,0.00,892976.00,105000.00,0.00,0.00,3371818.00,2711006.00,3371818.00,0.00,1000.00,0.00,0.00,-904818.00,-904818.00,0.00,,,王耀裕,1071222,1080218,1080322
高雄市,7,伊斯坦大．貝雅夫．正福,107年直轄市議員選舉,首次申報,0.00,300000.00,0.00,36000.00,0.00,0.00,336000.00,336000.00,336000.00,0.00,0.00,357700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,357700.00,357700.00,357700.00,0.00,335960.00,0.00,0.00,-21700.00,-21700.00,0.00,,,伊斯坦大．貝雅夫．正福,1071115,1080221,1080520
高雄市,8,朱信強,107年直轄市議員選舉,首次申報,949600.00,510000.00,0.00,0.00,0.00,0.00,1459600.00,1286000.00,1459600.00,0.00,287500.00,937261.00,200000.00,60000.00,233000.00,85505.00,93508.00,5000.00,0.00,22200.00,1923974.00,1771661.00,1923974.00,0.00,27140.00,0.00,0.00,-464374.00,-464374.00,0.00,,,朱信強,1080124,1080124,
高雄市,9,朱挺玗,107年直轄市議員選舉,首次申報,1016000.00,720000.00,0.00,50000.00,52001.00,14.00,1838015.00,1440000.00,1558015.00,280000.00,488844.00,687335.00,60500.00,306000.00,0.00,71174.00,394123.00,0.00,0.00,191891.00,2199867.00,1834265.00,1919867.00,280000.00,15.00,0.00,0.00,-361852.00,-361852.00,0.00,,,朱挺玗,1071127,1071127,1080212
高雄市,10,江敏榕,107年直轄市議員選舉,首次申報,220108.00,23500.00,0.00,0.00,19984.00,44.00,263636.00,50000.00,263636.00,0.00,0.00,49262.00,0.00,0.00,0.00,12269.00,202491.00,0.00,0.00,0.00,264022.00,234524.00,264022.00,0.00,2527.00,0.00,0.00,-386.00,-386.00,0.00,,,陳穎頻,1071223,1080105,
高雄市,11,江瑞鴻,107年直轄市議員選舉,首次申報,470768.00,580000.00,0.00,0.00,0.00,0.00,1050768.00,910168.00,1050768.00,0.00,0.00,1000000.00,156000.00,0.00,155890.00,0.00,338383.00,0.00,0.00,5900.00,1656173.00,1563850.00,1656173.00,0.00,0.00,0.00,0.00,-605405.00,-605405.00,0.00,,,江瑞鴻,1071120,1071213,
高雄市,12,何權峰,107年直轄市議員選舉,首次申報,4372715.00,2950000.00,0.00,90000.00,0.00,301.00,7413016.00,6919715.00,7413016.00,0.00,1624715.00,5049432.00,0.00,0.00,273398.00,18181.00,194237.00,150000.00,0.00,38500.00,7348463.00,6803602.00,7348463.00,0.00,64553.00,0.00,0.00,64553.00,64553.00,0.00,,,楊媄晴,1071221,1080201,1080516
高雄市,13,余聖明,107年直轄市議員選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,余聖明,1071224,1080130,
高雄市,14,吳利成,107年直轄市議員選舉,首次申報,707600.00,382000.00,0.00,0.00,147.00,21.00,1089768.00,749000.00,1089768.00,0.00,718680.00,710064.00,0.00,0.00,0.00,0.00,10028.00,70000.00,0.00,0.00,1508772.00,1288544.00,1508772.00,0.00,768.00,0.00,0.00,-419004.00,-419004.00,0.00,,,吳利成,1080219,1080215,1080521
高雄市,15,吳益政,107年直轄市議員選舉,首次申報,6070800.00,3020000.00,250000.00,210000.00,19711.00,770.00,9571281.00,6676000.00,9101281.00,470000.00,1807585.00,3234105.00,459000.00,842131.00,1200374.00,72038.00,885628.00,0.00,0.00,0.00,8500861.00,7254178.00,8030861.00,470000.00,1128414.00,0.00,0.00,1070420.00,1070420.00,0.00,,,吳麗美,1071224,1080212,
高雄市,16,吳銘賜,107年直轄市議員選舉,首次申報,2354888.00,3040000.00,0.00,0.00,14811.00,40.00,5409739.00,4970000.00,5409739.00,0.00,267525.00,5654337.00,290466.00,0.00,0.00,0.00,665094.00,710000.00,0.00,0.00,7587422.00,6978491.00,7587422.00,0.00,126586.00,0.00,0.00,-2177683.00,-2177683.00,0.00,,,吳銘賜,1071221,1080219,1080329
高雄市,17,宋立彬,107年直轄市議員選舉,首次申報,116400.00,1740000.00,0.00,0.00,0.00,0.00,1856400.00,1820000.00,1856400.00,0.00,52200.00,1776679.00,38873.00,54140.00,1271153.00,0.00,35510.00,500000.00,0.00,0.00,3728555.00,3309243.00,3728555.00,0.00,1280.00,0.00,0.00,-1872155.00,-1872155.00,0.00,,,宋立彬,1071214,1080201,1080225
高雄市,18,李有財,107年直轄市議員選舉,首次申報,36000.00,0.00,0.00,0.00,6000.00,2.00,42002.00,0.00,42002.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44500.00,44500.00,0.00,44500.00,0.00,2.00,0.00,0.00,-2498.00,-2498.00,0.00,,,李有財,1071221,1080107,
高雄市,19,李亞築,107年直轄市議員選舉,首次申報,878000.00,883600.00,0.00,0.00,0.00,23.00,1761623.00,1328000.00,1761623.00,0.00,416400.00,4315870.00,18000.00,125000.00,249756.00,62575.00,880897.00,33600.00,0.00,9000.00,6111098.00,5739730.00,6111098.00,0.00,23.00,0.00,0.00,-4349475.00,-4349475.00,0.00,,,林玉真,1080201,1080118,1080215
高雄市,20,李欣翰,107年直轄市議員選舉,首次申報,337408.00,0.00,0.00,0.00,120419.00,23.00,457850.00,140000.00,457850.00,0.00,260000.00,622736.00,365265.00,60000.00,36100.00,0.00,3178.00,0.00,0.00,0.00,1347279.00,1145673.00,1347279.00,0.00,23.00,0.00,0.00,-889429.00,-889429.00,0.00,,,林士軒,1071221,1080220,1080321
高雄市,21,李雨庭,107年直轄市議員選舉,首次申報,313000.00,710000.00,0.00,0.00,1147.00,147.00,1024294.00,910000.00,1024294.00,0.00,100000.00,852305.00,130800.00,0.00,203500.00,0.00,5000.00,0.00,0.00,0.00,1291605.00,1167155.00,1291605.00,0.00,147.00,0.00,0.00,-267311.00,-267311.00,0.00,,,林佳儀,1071221,1080211,1080225
高雄市,22,李雨蓁,107年直轄市議員選舉,首次申報,419789.00,0.00,0.00,0.00,127591.00,13.00,547393.00,120000.00,547393.00,0.00,357500.00,714679.00,445265.00,36290.00,36100.00,0.00,4860.00,0.00,0.00,0.00,1594694.00,1301939.00,1594694.00,0.00,13.00,0.00,0.00,-1047301.00,-1047301.00,0.00,,,林士軒,1071221,1080215,1080321
高雄市,23,李俊德,107年直轄市議員選舉,首次申報,15000.00,6000.00,0.00,0.00,0.00,1.00,21001.00,0.00,21001.00,0.00,50000.00,122431.00,0.00,0.00,32000.00,0.00,3420.00,0.00,0.00,0.00,207851.00,150350.00,207851.00,0.00,1.00,0.00,0.00,-186850.00,-186850.00,0.00,,,李欣穎,1071208,1080130,
高雄市,24,李柏毅,107年直轄市議員選舉,首次申報,4808656.00,4213000.00,0.00,70000.00,2000.00,853.00,9094509.00,8785000.00,8799509.00,295000.00,2323468.00,5168882.00,210648.00,218601.00,312567.00,88155.00,347315.00,413000.00,0.00,30400.00,9113036.00,8297054.00,8818036.00,295000.00,3824.00,0.00,0.00,-18527.00,-18527.00,0.00,,,李柏毅,1071221,1080220,1080305
高雄市,25,李眉蓁,107年直轄市議員選舉,首次申報,3196000.00,1915000.00,0.00,30000.00,12147.00,5.00,5153152.00,4670000.00,5078152.00,75000.00,931520.00,4252066.00,5800.00,0.00,472134.00,0.00,13954.00,0.00,0.00,0.00,5675474.00,5099297.00,5600474.00,75000.00,0.00,0.00,0.00,-522322.00,-522322.00,0.00,,,李眉蓁,1071224,1080212,1080409
高雄市,26,李喬如,107年直轄市議員選舉,首次申報,2897750.00,2160000.00,0.00,0.00,0.00,636.00,5058386.00,4826000.00,4989636.00,68750.00,1431700.00,2918516.00,532470.00,20000.00,169105.00,43235.00,202470.00,160000.00,0.00,0.00,5477496.00,4741825.00,5408746.00,68750.00,1636.00,0.00,0.00,-419110.00,-419110.00,0.00,,,李聰敏,1071224,1071227,
高雄市,27,李惠民,107年直轄市議員選舉,首次申報,230000.00,300000.00,0.00,0.00,147.00,0.00,530147.00,530000.00,530147.00,0.00,0.00,551000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,551000.00,551000.00,551000.00,0.00,147.00,0.00,0.00,-20853.00,-20853.00,0.00,,,李惠民,1071112,1080131,1080517
高雄市,28,李雅芬,107年直轄市議員選舉,首次申報,2293600.00,940000.00,0.00,0.00,24300.00,14.00,3257914.00,2820000.00,3257914.00,0.00,175500.00,1665874.00,401600.00,36788.00,162145.00,189624.00,117907.00,300000.00,0.00,363000.00,3412438.00,2887439.00,3412438.00,0.00,0.00,0.00,0.00,-154524.00,-154524.00,0.00,,,李雅芬,1071212,1080213,1080408
高雄市,29,李雅慧,107年直轄市議員選舉,首次申報,1179600.00,690000.00,0.00,0.00,13000.00,0.00,1882600.00,1550000.00,1822600.00,60000.00,108814.00,877606.00,58380.00,120000.00,0.00,37951.00,679889.00,0.00,0.00,0.00,1882640.00,1375922.00,1822640.00,60000.00,100297.00,0.00,0.00,-40.00,-40.00,0.00,,,吳俊承,1071123,1080125,
高雄市,30,李雅靜,107年直轄市議員選舉,首次申報,1700100.00,1053000.00,0.00,60000.00,0.00,90.00,2813190.00,2150000.00,2809690.00,3500.00,0.00,2091438.00,501500.00,0.00,102730.00,0.00,94845.00,50000.00,0.00,0.00,2840513.00,2558653.00,2837013.00,3500.00,1006.00,0.00,0.00,-27323.00,-27323.00,0.00,,,李妍甄,1071221,1080114,
高雄市,31,李順進,107年直轄市議員選舉,首次申報,3697000.00,1673000.00,0.00,0.00,341080.00,0.00,5711080.00,3442000.00,5611880.00,99200.00,1117033.00,3296924.00,0.00,145650.00,50800.00,0.00,777858.00,320000.00,0.00,166200.00,5874465.00,4394023.00,5775265.00,99200.00,0.00,0.00,0.00,-163385.00,-163385.00,0.00,,,羅司珊,1080214,1080219,1080307
高雄市,32,沈玉玲,107年直轄市議員選舉,首次申報,205418.00,25900.00,0.00,0.00,19700.00,29.00,251047.00,50000.00,251047.00,0.00,0.00,45040.00,0.00,0.00,0.00,4869.00,1324.00,0.00,0.00,0.00,51233.00,36708.00,51233.00,0.00,3029.00,0.00,0.00,199814.00,199814.00,0.00,,,陳穎頻,1071223,1080105,
高雄市,33,周佳錚,107年直轄市議員選舉,首次申報,40000.00,0.00,0.00,0.00,1.00,0.00,40001.00,0.00,40001.00,0.00,0.00,52500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52500.00,52500.00,52500.00,0.00,40001.00,0.00,0.00,-12499.00,-12499.00,0.00,,,周佳錚,1071119,1071219,1080121
高雄市,34,周玲妏,107年直轄市議員選舉,首次申報,3863000.00,3100000.00,0.00,80000.00,13000.00,584.00,7056584.00,6558000.00,7056584.00,0.00,1394731.00,4541178.00,281716.00,355268.00,256784.00,43701.00,191710.00,0.00,0.00,2460.00,7067548.00,6167647.00,7067548.00,0.00,584.00,0.00,0.00,-10964.00,-10964.00,0.00,,,黃蕙菁,1071221,1071224,1080130
高雄市,35,林于凱,107年直轄市議員選舉,首次申報,1340812.00,659111.00,848700.00,40000.00,309816.00,147.00,3198586.00,2015500.00,2698586.00,500000.00,968080.00,2120416.00,14090.00,60000.00,34300.00,800.00,134058.00,400000.00,0.00,4669.00,3736413.00,3339362.00,3236413.00,500000.00,0.00,0.00,0.00,-537827.00,-537827.00,0.00,,,洪瑞憶,1071227,1080215,1080514
高雄市,36,林子盟,107年直轄市議員選舉,首次申報,904144.00,1700.00,1238000.00,130000.00,243455.00,196.00,2517495.00,1698000.00,2517495.00,0.00,833323.00,1006652.00,24000.00,210000.00,17354.00,31879.00,261409.00,200000.00,0.00,1973.00,2586590.00,2146903.00,2586590.00,0.00,79919.00,0.00,0.00,-69095.00,-69095.00,0.00,,,柯俐安,1080110,1080215,1080530
高雄市,37,林宛蓉,107年直轄市議員選舉,首次申報,3032038.00,1056800.00,0.00,40000.00,2000.00,162.00,4131000.00,2871000.00,4044762.00,86238.00,594298.00,3208971.00,1883217.00,236995.00,364770.00,0.00,660309.00,50000.00,0.00,0.00,6998560.00,6218322.00,6912322.00,86238.00,25762.00,0.00,0.00,-2867560.00,-2867560.00,0.00,,,涂錦微,1071224,1080215,1080314
高雄市,38,林芳如,107年直轄市議員選舉,首次申報,1072000.00,1356000.00,0.00,0.00,23000.00,1.00,2451001.00,1980000.00,2451001.00,0.00,578000.00,1637844.00,0.00,220600.00,13200.00,78846.00,737212.00,0.00,0.00,30200.00,3295902.00,2247457.00,3295902.00,0.00,731251.00,0.00,0.00,-844901.00,-844901.00,0.00,,,林芳如,1071204,1071219,1080118
高雄市,39,林恭正,107年直轄市議員選舉,首次申報,648600.00,881000.00,0.00,0.00,7200.00,256.00,1537056.00,1210000.00,1537056.00,0.00,170000.00,1207252.00,16000.00,36000.00,38000.00,10904.00,82162.00,0.00,0.00,17800.00,1578118.00,1175109.00,1578118.00,0.00,0.00,0.00,0.00,-41062.00,-41062.00,0.00,,,林恭正,1071221,1080102,
